Time(s),Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1.400,917980,-0.943315,8.413225,4.754885,-0.110982,-0.102721,-0.045165
1.420,918000,-0.948104,8.580819,4.845864,-0.120308,-0.051294,-0.045832
1.440,918020,-0.828394,8.743625,5.056554,-0.126969,-0.022783,-0.041568
1.460,918040,-0.703895,9.030929,5.252879,-0.137361,-0.000666,-0.053692
1.480,918060,-0.775721,8.987833,5.295974,-0.115645,0.005462,-0.066749
1.500,918080,-0.775721,9.241618,5.267244,-0.081804,0.013456,-0.062485
1.520,918100,-0.363919,9.394848,5.176264,0.004930,-0.011458,-0.041968
1.540,918120,-0.282516,8.949526,5.051765,0.065550,-0.087799,0.037704
1.560,918140,-0.780510,8.552089,4.936844,0.063951,-0.142424,0.109516
1.580,918160,-1.130063,8.169016,4.716578,0.039436,-0.159345,0.082070
1.600,918180,-1.067814,7.987057,4.635174,-0.011591,-0.175599,0.036372
1.620,918200,-1.005565,8.121132,4.558560,-0.065683,-0.192919,-0.021717
1.640,918220,-0.861913,8.532935,4.572925,-0.098191,-0.181594,-0.037038
1.660,918240,-0.742203,8.906430,4.481946,-0.093662,-0.162276,-0.001332
1.680,918260,-0.919373,9.093178,4.390966,-0.061553,-0.116444,0.028778
1.700,918280,-1.082179,9.074024,4.438850,-0.042368,-0.019052,0.047430
1.720,918300,-0.837971,8.781932,4.683059,-0.033841,0.090198,0.046764
1.740,918320,-0.325611,8.777143,4.759673,-0.055424,0.130034,0.077141
1.760,918340,0.196325,8.796297,4.797980,-0.066882,0.076475,0.103387
1.780,918360,0.148441,8.599973,4.783615,-0.082070,-0.034374,0.089132
1.800,918380,0.000000,8.523358,4.917690,-0.110182,-0.090997,0.055691
1.820,918400,0.119710,8.714894,4.850653,-0.158678,-0.121907,0.052893
1.840,918420,0.043096,8.609550,4.558560,-0.164940,-0.161077,0.021850
1.860,918440,-0.210690,8.441956,4.271256,-0.143090,-0.208374,-0.043167
1.880,918460,-0.512359,8.571242,4.017470,-0.025447,-0.271126,-0.143090
1.900,918480,-0.177171,8.896853,4.146757,0.095527,-0.281784,-0.266329
1.920,918500,0.062249,8.963891,4.419696,0.125371,-0.299770,-0.320288
1.940,918520,-0.019154,9.064447,4.529830,-0.003198,-0.236352,-0.340672
1.960,918540,0.229843,9.303867,4.477157,-0.214103,-0.195184,-0.229957
1.980,918560,-0.282516,8.810662,4.611232,-0.331213,-0.199447,-0.211571
2.000,918580,-0.196325,8.370130,5.195418,-0.453786,-0.250741,-0.402225
2.020,918600,0.134075,7.656657,5.731719,-0.612064,-0.488559,-0.782201
2.040,918620,0.359130,7.489063,5.817910,-0.754622,-0.855744,-1.252507
