Time(s),Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
0.000,805860,6.904878,4.898537,5.880159,-0.171602,0.076475,0.006129
0.020,805880,6.909666,4.893748,5.880159,-0.177198,0.074876,0.010126
0.040,805900,6.967127,4.917690,5.956774,-0.167738,0.081671,0.006528
0.060,805920,7.149086,4.903325,6.004658,-0.158279,0.093662,0.014655
0.080,805940,7.268796,4.946421,5.980716,-0.148153,0.085668,0.010792
0.100,805960,7.378930,5.037400,6.033388,-0.130700,0.052760,-0.009060
0.120,805980,7.431602,4.984728,6.076484,-0.113646,0.021850,-0.027712
0.140,806000,7.426814,4.927267,6.076484,-0.115645,-0.002398,-0.025314
0.160,806020,7.422025,4.946421,6.028600,-0.118975,-0.031709,-0.020384
0.180,806040,7.249643,4.869806,5.951985,-0.132698,-0.059821,-0.005063
0.200,806060,7.134721,4.845864,5.817910,-0.137761,-0.092329,0.021317
0.220,806080,6.995857,4.759673,5.702989,-0.150418,-0.123505,0.051028
0.240,806100,6.991069,4.711789,5.564125,-0.155348,-0.161609,0.094594
0.260,806120,6.967127,4.783615,5.607220,-0.170403,-0.197848,0.136828
0.280,806140,7.283162,4.903325,5.726931,-0.166406,-0.234487,0.151217
0.300,806160,7.402872,4.836287,5.813122,-0.179462,-0.233954,0.166273
0.320,806180,7.666234,5.147533,6.191406,-0.207574,-0.265796,0.181328
0.340,806200,8.916007,5.583278,6.646304,-0.201712,-0.306432,0.142691
0.360,806220,9.141062,5.487510,6.670246,-0.240482,-0.235553,0.130300
0.380,806240,8.418014,5.453991,6.866570,-0.272191,-0.200779,0.145888
0.400,806260,7.738060,5.204995,6.842628,-0.276322,-0.135096,0.112847
0.420,806280,6.933608,4.807557,6.823475,-0.300836,-0.085934,0.075009
0.440,806300,7.331046,4.687847,6.746861,-0.298038,-0.102721,0.045299
0.460,806320,7.656657,4.410120,6.435614,-0.311761,-0.087000,0.078873
0.480,806340,7.690176,4.458004,6.373365,-0.302701,-0.142557,0.104453
0.500,806360,7.680599,4.491522,6.306327,-0.273524,-0.204110,0.069014
0.520,806380,7.345411,4.338294,6.157887,-0.247810,-0.244879,0.025847
0.540,806400,7.058106,4.213795,6.220136,-0.220631,-0.285248,-0.027845
0.560,806420,6.833052,4.094085,6.138733,-0.195051,-0.294974,-0.097659
0.580,806440,6.641516,3.979163,6.100426,-0.183593,-0.294175,-0.158012
0.600,806460,6.641516,3.892972,6.081272,-0.191054,-0.293375,-0.207708
0.620,806480,6.718130,3.873818,6.167464,-0.220631,-0.280185,-0.239550
0.640,806500,6.775591,3.916914,6.263232,-0.255005,-0.237418,-0.249009
0.660,806520,6.804321,4.079720,6.368577,-0.285515,-0.185591,-0.253273
0.680,806540,6.904878,4.295198,6.387730,-0.294841,-0.130433,-0.271392
0.700,806560,6.976704,4.390966,6.497863,-0.289911,-0.071678,-0.296040
0.720,806580,7.105990,4.572925,6.694188,-0.282717,-0.007861,-0.311095
0.740,806600,7.393295,4.750096,6.823475,-0.268594,0.057689,-0.328415
0.760,806620,7.422025,4.807557,6.780379,-0.253406,0.123505,-0.323086
0.780,806640,7.283162,4.774038,6.631939,-0.226360,0.146288,-0.303501
0.800,806660,7.541735,4.850653,6.344635,-0.184792,0.112047,-0.283783
0.820,806680,7.747637,4.821922,6.291962,-0.131632,0.059421,-0.244213
0.840,806700,7.603985,4.625597,6.248867,-0.092596,0.007061,-0.178530
0.860,806720,7.431602,4.453215,6.133945,-0.077407,-0.036639,-0.120574
0.880,806740,7.369353,4.419696,6.062119,-0.073943,-0.073810,-0.090997
0.900,806760,7.177817,4.362236,6.033388,-0.080338,-0.086467,-0.086334
0.920,806780,7.043741,4.386178,6.071695,-0.094461,-0.081937,-0.096326
0.940,806800,7.019799,4.434062,6.148310,-0.115245,-0.054758,-0.106585
0.960,806820,7.129933,4.438850,6.205771,-0.137095,-0.023049,-0.106718
0.980,806840,7.278373,4.534618,6.177041,-0.159611,0.005196,-0.099524
1.000,806860,7.436390,4.630386,6.133945,-0.159345,0.023982,-0.091130
1.020,806880,7.378930,4.702212,6.186617,-0.142957,0.034507,-0.080472
1.040,806900,7.378930,4.750096,6.253655,-0.112447,0.047697,-0.073943
1.060,806920,7.287950,4.692636,6.306327,-0.084335,0.071545,-0.059021
1.080,806940,7.359776,4.582502,6.239290,-0.059288,0.074609,-0.039436
1.100,806960,7.465121,4.534618,6.148310,-0.031842,0.053825,-0.003864
1.120,806980,7.589619,4.510676,6.110003,-0.003997,0.007861,0.017853
1.140,807000,7.632715,4.501099,6.009446,0.031842,-0.085934,0.025980
1.160,807020,7.642292,4.448427,5.813122,0.057289,-0.231423,0.033308
1.180,807040,7.513005,4.290410,5.712565,0.073144,-0.363588,0.059821
1.200,807060,7.316680,4.218584,5.731719,0.115511,-0.423009,0.067948
1.220,807080,7.383718,4.022259,5.674258,0.105786,-0.357859,0.080738
1.240,807100,7.623138,4.012682,5.674258,0.068614,-0.304833,0.129501
1.260,807120,7.661446,4.185065,5.765238,0.031842,-0.230757,0.181328
1.280,807140,7.910442,4.797980,6.143522,-0.007861,-0.197315,0.181061
1.300,807160,9.289502,5.286397,6.421249,0.010925,-0.133364,0.115778
1.320,807180,8.461109,5.013458,6.133945,0.004663,-0.019185,0.181727
1.340,807200,8.508993,5.430049,6.301539,0.027979,-0.033708,0.158145
1.360,807220,8.240842,5.262455,6.066907,0.054891,0.026247,0.118309
1.380,807240,7.967903,5.118803,6.014235,0.078473,0.021051,0.107917
1.400,807260,7.958326,4.960786,5.832275,0.083403,0.041701,0.115112
1.420,807280,7.762002,4.711789,5.726931,0.073410,0.025447,0.154415
1.440,807300,7.551312,4.496311,5.693412,0.044766,0.010259,0.202112
1.460,807320,7.316680,4.395754,5.674258,0.007061,0.023315,0.235286
1.480,807340,7.149086,4.395754,5.650316,-0.031309,0.058355,0.265530
1.500,807360,6.837840,4.400543,5.477933,-0.059554,0.107784,0.277787
1.520,807380,6.713342,4.462792,5.286397,-0.053959,0.118576,0.255804
1.540,807400,6.890512,4.414908,5.176264,-0.022250,0.093528,0.239683
1.560,807420,7.139510,4.429273,5.272032,-0.000133,0.066616,0.233421
1.580,807440,7.584831,4.534618,5.453991,0.004397,0.067282,0.223029
1.600,807460,7.680599,4.601655,5.640739,0.006129,0.112580,0.194251
1.620,807480,7.795521,4.649539,5.659893,0.008793,0.154415,0.144822
1.640,807500,7.829040,4.793192,5.631162,0.007594,0.154548,0.084735
1.660,807520,7.714118,4.927267,5.870583,0.017187,0.169737,-0.016787
1.680,807540,7.321469,4.941632,6.038177,-0.002531,0.246877,-0.119508
1.700,807560,7.426814,4.936844,6.244078,-0.011591,0.311495,-0.197582
1.720,807580,7.508216,4.544195,6.105214,-0.045565,0.387037,-0.205976
1.740,807600,7.738060,4.247314,5.865794,-0.109383,0.384239,-0.170536
1.760,807620,7.982268,4.141969,5.525817,-0.168937,0.325351,-0.082204
1.780,807640,7.776367,4.299986,5.511452,-0.197715,0.239417,-0.003864
1.800,807660,7.426814,4.515464,5.635951,-0.187057,0.166006,-0.001998
1.820,807680,7.369353,4.553771,5.760449,-0.148286,0.120175,-0.034907
1.840,807700,7.570466,4.491522,5.846641,-0.117776,0.118176,-0.051960
1.860,807720,7.699753,4.395754,5.770026,-0.099923,0.129767,-0.056224
1.880,807740,7.575254,4.405331,5.793968,-0.091397,0.112714,-0.060087
1.900,807760,7.627927,4.443638,5.899313,-0.074210,0.081271,-0.073277
1.920,807780,7.728483,4.491522,5.937620,-0.065816,0.059288,-0.102055
1.940,807800,7.876924,4.434062,5.841852,-0.060221,0.036239,-0.127636
1.960,807820,7.829040,4.314352,5.750873,-0.062219,0.006528,-0.123905
1.980,807840,7.661446,4.367024,5.803545,-0.069946,-0.026646,-0.116178
2.000,807860,7.546524,4.505888,5.832275,-0.071812,-0.051560,-0.113913
2.020,807880,7.426814,4.601655,5.827487,-0.067815,-0.053559,-0.105253
2.040,807900,7.244854,4.587290,5.784391,-0.059821,-0.045698,-0.095527
2.060,807920,7.335834,4.582502,5.741296,-0.047830,-0.058089,-0.072877
2.080,807940,7.541735,4.673482,5.736507,-0.045165,-0.060087,-0.032109
2.100,807960,7.445967,4.683059,5.731719,-0.044899,-0.057556,0.010126
2.120,807980,7.335834,4.783615,5.894525,-0.058222,-0.077541,0.035040
2.140,808000,7.809886,5.070919,6.143522,-0.070613,-0.106319,0.025980
2.160,808020,8.863335,5.415684,6.426037,-0.077274,-0.132299,-0.026113
2.180,808040,9.203311,5.348647,6.210559,-0.095793,-0.081404,-0.052227
2.200,808060,7.920019,5.118803,6.445191,-0.142291,-0.032375,-0.002531
2.220,808080,7.110779,4.989516,6.813898,-0.152550,0.028112,0.023582
2.240,808100,6.622362,4.807557,6.971915,-0.187456,0.132698,0.032375
2.260,808120,7.168240,4.821922,6.880936,-0.187057,0.184925,0.028511
2.280,808140,7.575254,4.730943,6.473921,-0.177997,0.188522,0.041035
2.300,808160,7.584831,4.716578,6.258443,-0.156280,0.108583,0.063418
2.320,808180,7.599196,4.793192,6.215348,-0.120841,0.001466,0.055291
2.340,808200,7.374141,4.697424,6.057330,-0.083669,-0.081538,0.039836
2.360,808220,7.110779,4.625597,5.923255,-0.059688,-0.157746,0.021317
2.380,808240,6.847417,4.438850,5.765238,-0.050761,-0.220897,-0.009459
2.400,808260,6.876147,4.381389,5.669470,-0.051028,-0.277787,-0.020518
2.420,808280,7.048530,4.386178,5.707777,-0.053426,-0.326017,-0.032508
2.440,808300,7.220912,4.371812,5.813122,-0.053959,-0.348799,-0.050894
2.460,808320,7.211336,4.285621,5.923255,-0.074210,-0.330946,-0.058755
2.480,808340,7.335834,4.266468,5.947197,-0.106851,-0.287513,-0.051294
2.500,808360,7.498640,4.429273,6.014235,-0.138427,-0.235153,-0.053559
2.520,808380,7.426814,4.572925,6.172252,-0.161210,-0.167738,-0.075142
2.540,808400,7.469909,4.572925,6.306327,-0.173867,-0.087000,-0.104054
2.560,808420,7.618350,4.568137,6.363788,-0.191720,-0.009060,-0.116044
2.580,808440,7.991845,4.678270,6.306327,-0.196250,0.044499,-0.112314
2.600,808460,7.843405,4.630386,6.081272,-0.184792,0.088865,-0.096859
2.620,808480,7.757214,4.625597,5.995081,-0.147354,0.045965,-0.098191
2.640,808500,7.996634,4.481946,5.798757,-0.104587,-0.005462,-0.101123
2.660,808520,8.010999,4.309563,5.702989,-0.067681,-0.062619,-0.073011
2.680,808540,7.781156,4.170700,5.621585,-0.051427,-0.114446,-0.032775
2.700,808560,7.460332,4.141969,5.688623,-0.046098,-0.149752,-0.018786
2.720,808580,7.383718,4.165911,5.741296,-0.053959,-0.138427,-0.029311
2.740,808600,7.436390,4.089296,5.731719,-0.075009,-0.084602,-0.049828
2.760,808620,7.565677,4.079720,5.793968,-0.106585,-0.057689,-0.060221
2.780,808640,7.886500,4.180276,5.784391,-0.131100,-0.055158,-0.057822
2.800,808660,7.987057,4.165911,5.731719,-0.134963,-0.068614,-0.039836
2.820,808680,7.747637,4.204218,5.717354,-0.129634,-0.070213,-0.025980
2.840,808700,7.742848,4.228160,5.707777,-0.105652,-0.069946,-0.026113
2.860,808720,7.733272,4.185065,5.731719,-0.089132,-0.053426,-0.017187
2.880,808740,7.848193,4.223372,5.726931,-0.070479,-0.049562,-0.004663
2.900,808760,7.862558,4.185065,5.597643,-0.052493,-0.051028,0.017853
2.920,808780,7.881712,4.094085,5.521029,-0.037971,-0.073277,0.045698
2.940,808800,7.809886,3.988740,5.511452,-0.033308,-0.094328,0.082603
2.960,808820,7.623138,3.969586,5.497087,-0.030377,-0.101256,0.123772
2.980,808840,7.517793,4.089296,5.482722,-0.027046,-0.099657,0.150152
3.000,808860,7.225701,4.285621,5.343858,-0.000533,-0.106452,0.162276
3.020,808880,7.067683,4.247314,5.319916,0.075675,-0.184259,0.181727
3.040,808900,7.192182,4.295198,5.679047,0.112847,-0.196383,0.216900
3.060,808920,9.236830,5.109226,6.497863,0.112181,-0.196649,0.171602
3.080,808940,10.041282,4.874595,6.028600,0.102988,0.008260,0.204910
3.100,808960,8.528147,4.788404,6.019023,0.001332,0.074876,0.336675
3.120,808980,8.532935,5.243302,6.095637,0.003597,0.092596,0.295374
3.140,809000,8.633492,5.444415,5.985504,0.046231,0.076208,0.212371
3.160,809020,8.633492,5.463568,5.961562,0.130833,0.046897,0.162409
3.180,809040,8.389283,5.123591,5.861006,0.181994,0.035839,0.139760
3.200,809060,8.288726,4.793192,5.635951,0.196250,0.003597,0.161609
3.220,809080,8.140285,4.635174,5.415684,0.208374,-0.076874,0.225294
3.240,809100,7.929596,4.582502,5.013458,0.250608,-0.220364,0.295240
3.260,809120,7.522582,4.319140,4.611232,0.319089,-0.371182,0.383040
3.280,809140,7.455544,4.405331,4.467580,0.358259,-0.516804,0.462579
