Time(s),Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1.420,117280,6.234501,8.183381,6.871359,-0.097259,-0.311495,-0.085401
1.440,117300,6.177041,7.613562,6.670246,-0.154681,-0.361456,0.051960
1.460,117320,5.837064,7.043741,6.354211,-0.236086,-0.413550,0.190787
1.480,117340,5.209783,6.804321,6.009446,-0.305366,-0.440729,0.324818
1.500,117360,4.692636,6.833052,5.923255,-0.329348,-0.426606,0.439130
1.520,117380,4.544195,6.579266,5.832275,-0.305233,-0.353196,0.566100
1.540,117400,4.630386,6.191406,5.698200,-0.272058,-0.313893,0.687207
1.560,117420,5.530606,5.880159,5.693412,-0.192119,-0.311495,0.747161
1.580,117440,6.742072,5.597643,5.774815,-0.113513,-0.264597,0.772874
1.600,117460,7.824251,5.334281,5.861006,-0.072744,-0.212504,0.824168
1.620,117480,8.135497,4.817134,5.779603,-0.077008,-0.150018,0.903041
1.640,117500,8.212111,4.237737,5.856217,-0.070479,-0.155214,0.907172
1.660,117520,8.432379,3.725378,6.028600,-0.056490,-0.176265,0.804051
1.680,117540,8.283937,3.165135,6.038177,-0.094594,-0.123372,0.682544
1.700,117560,8.063671,3.189077,5.961562,-0.156680,-0.131632,0.631250
1.720,117580,7.455544,3.447650,6.320693,-0.238217,-0.094861,0.602605
1.740,117600,6.938396,3.390190,6.540959,-0.264597,0.016920,0.620858
1.760,117620,7.101202,3.203442,6.497863,-0.253139,0.060221,0.644040
1.780,117640,7.354988,3.035848,6.493075,-0.235553,0.072744,0.592346
1.800,117660,7.465121,2.968810,6.497863,-0.229824,0.030643,0.461779
1.820,117680,7.484274,3.160346,6.382942,-0.208907,-0.013057,0.314426
1.840,117700,7.455544,3.313575,6.186617,-0.157213,-0.037438,0.187590
1.860,117720,7.364564,3.423708,6.090849,-0.069547,-0.053026,0.064351
1.880,117740,7.536947,3.375824,6.114791,0.031975,-0.054225,-0.042101
1.900,117760,7.493851,3.260903,6.081272,0.076342,0.012657,-0.121907
1.920,117780,7.115568,3.174711,6.157887,0.108184,0.048363,-0.197049
1.940,117800,6.909666,3.102885,6.224925,0.118842,0.064484,-0.274323
1.960,117820,6.732495,3.136404,6.200983,0.085268,0.112314,-0.352130
1.980,117840,6.512228,3.299210,6.129156,0.031309,0.158279,-0.426207
2.000,117860,6.526594,3.567361,6.028600,0.004130,0.156413,-0.487227
2.020,117880,6.924031,3.945644,5.966351,0.007461,0.116844,-0.536389
2.040,117900,7.398083,4.276044,5.932832,-0.002665,0.080871,-0.585152
2.060,117920,7.776367,4.668694,5.904101,-0.023182,0.033041,-0.631783
2.080,117940,7.977480,5.056554,5.999869,-0.040636,0.007461,-0.660827
2.100,117960,7.867347,5.315128,5.899313,-0.020251,0.040236,-0.625787
2.120,117980,7.311892,5.564125,5.793968,0.018919,0.087133,-0.549712
2.140,118000,6.675035,5.722142,5.956774,0.077541,0.137228,-0.516404
2.160,118020,6.536170,5.942409,6.042965,0.130966,0.164274,-0.524265
2.180,118040,6.665458,6.019023,6.129156,0.168005,0.195983,-0.535057
2.200,118060,6.660669,6.095637,6.071695,0.170669,0.176665,-0.537455
2.220,118080,6.483498,6.349423,6.105214,0.140825,0.117910,-0.544916
2.240,118100,6.277597,6.545747,6.181829,0.112580,0.064884,-0.553309
2.260,118120,6.119579,6.756437,6.215348,0.074476,0.029711,-0.525064
2.280,118140,6.277597,6.995857,6.114791,0.031576,-0.020118,-0.456051
2.300,118160,6.598420,7.077260,6.004658,0.002531,-0.047963,-0.385704
2.320,118180,6.622362,7.038953,5.995081,-0.046764,-0.047963,-0.298838
2.340,118200,6.143522,6.861782,6.057330,-0.118309,-0.046897,-0.184658
2.360,118220,6.047753,6.871359,5.966351,-0.194384,-0.108051,-0.058355
2.380,118240,6.239290,7.235278,5.956774,-0.265130,-0.142291,0.094461
2.400,118260,6.162675,7.321469,6.057330,-0.312161,-0.128968,0.287247
2.420,118280,6.153099,7.101202,5.961562,-0.320954,-0.088332,0.488692
2.440,118300,6.133945,6.665458,6.095637,-0.303634,0.005596,0.636046
2.460,118320,6.378153,6.114791,6.387730,-0.265130,0.108450,0.718383
2.480,118340,7.053318,5.568913,6.646304,-0.187057,0.204110,0.783266
2.500,118360,7.532158,4.946421,6.900089,-0.127236,0.315758,0.859075
2.520,118380,7.685388,4.472369,7.015011,-0.089531,0.380642,0.896380
2.540,118400,7.374141,4.299986,7.278373,-0.064617,0.404490,0.838158
2.560,118420,7.058106,4.094085,7.479486,-0.022516,0.376245,0.712387
2.580,118440,7.249643,3.682282,7.422025,0.021184,0.266063,0.604737
2.600,118460,8.216900,3.380613,7.240066,-0.003331,0.082603,0.594611
2.620,118480,8.178593,3.371036,7.091625,-0.153482,0.001199,0.664025
2.640,118500,7.536947,3.481169,6.871359,-0.272058,-0.083936,0.756487
2.660,118520,7.216124,3.629610,6.670246,-0.304167,-0.128435,0.821504
2.680,118540,7.182605,3.514688,6.464345,-0.276055,-0.101789,0.854145
2.700,118560,7.441179,3.303998,6.382942,-0.243813,-0.089531,0.867335
2.720,118580,7.589619,3.174711,6.402095,-0.217700,-0.071279,0.835360
2.740,118600,7.623138,3.308787,6.301539,-0.190254,-0.066616,0.738900
2.760,118620,7.814674,4.017470,5.784391,-0.038637,-0.105786,0.610998
